"All parcel data in this report is for use by the Washoe County Assessor for assessment purposes only. The summary data in this report may not be a complete representation of the parcel or of the improvements thereon. Building information, including unit counts and number of permitted units, should be verified with the appropriate building and planning agencies. Zoning information should be verified with the appropriate planning agency. All parcels are reappraised each year. ",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
APN,Add Rec,Situs,Sales Date,Sale Price,Sale Verf,RecDoc,Subdivision,Year Blt,Avg Yr Blt,BldgType,Stories,Bldg SF,Grade,Beds,Full Baths,Half Baths,Heat Type,Exterior Walls,Roof Type,Gar Type,Gar Area,Bsmt Type,Bsmt Area,LUC at Sale,Zoning (codes should be verified with the zoning authority) ,Acres,Owner1,Addl Owner,Mailing1,Mailing2,City,State,Zip,PriorOwner,PriorPID,LegalDesc,TaxDist,Total Units
161-293-08,,1753 CAMARADERIE CIR,2005-08-25 00:00:00,273993,2D,03267663,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1261,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,409,,0,20,PUD ,0.149242430925369,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 103,1015,1
161-293-09,,1747 CAMARADERIE CIR,2005-08-29 00:00:00,296801,2D,03268839,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1593,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,540,,0,20,PUD ,0.143939390778542,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 102,1015,1
161-293-10,,1741 CAMARADERIE CIR,2005-09-07 00:00:00,299237,2D,03273735,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1443,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,484,,0,20,PUD ,0.148094579577446,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 101,1015,1
161-293-11,,1735 CAMARADERIE CIR,2005-10-26 00:00:00,299269,2D,03297913,DOUBLE DIAMOND RANCH VLG 22A,2005,2005,Sgl Fam Res ,ONE,1261,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,409,,0,20,PUD ,0.135330572724342,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH VLG 22A LT 100,1015,1
161-293-12,,1729 CAMARADERIE CIR,2005-09-08 00:00:00,304751,2D,03274276,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1261,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,409,,0,20,PUD ,0.169651061296463,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 99,1015,1
161-293-13,,1723 CAMARADERIE CIR,2005-09-13 00:00:00,299177,2D,03275939,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1593,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,540,,0,20,PUD ,0.1522497683763504,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 98,1015,1
161-293-14,,1717 CAMARADERIE CIR,2005-09-15 00:00:00,291138,2D,03277789,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1443,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,484,,0,20,PUD ,0.13925619423389435,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 97,1015,1
161-293-15,,1711 CAMARADERIE CIR,2005-10-03 00:00:00,285563,1GCR,03286352,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1261,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,409,,0,20,PUD ,0.13989898562431335,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 96,1015,1
161-293-16,,1705 CAMARADERIE CIR,2005-11-08 00:00:00,314242,4BV,03304666,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1593,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,540,,0,12,PUD ,0.161960512399673,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 95,1015,1
161-293-17,,1700 ORNELLAIA WAY,2005-05-09 00:00:00,256780,2D,03210944,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1261,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,409,,0,20,PUD ,0.16365931928157806,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 126,1015,1
161-293-18,,1710 ORNELLAIA WAY,2005-05-10 00:00:00,265494,2D,03211349,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1443,AVERAGE,2,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,484,,0,20,PUD ,0.13691459596157074,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 125,1015,1
161-293-19,,1720 ORNELLAIA WAY,2005-05-12 00:00:00,272349,2D,03213188,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1593,AVERAGE,2,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,540,,0,20,PUD ,0.13691459596157074,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 124,1015,1
161-293-20,,1730 ORNELLAIA WAY,2005-05-11 00:00:00,292140,2D,03212551,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1593,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,540,,0,20,PUD ,0.13691459596157074,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 123,1015,1
161-293-21,,1740 ORNELLAIA WAY,2005-05-20 00:00:00,254865,2D,03217583,DOUBLE DIAMOND RANCH VLG 22A,2005,2005,Sgl Fam Res ,ONE,1261,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,409,,0,20,PUD ,0.13691459596157074,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH VLG 22A LT 122,1015,1
161-293-22,,1750 ORNELLAIA WAY,2005-07-15 00:00:00,396000,2D,03246150,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1443,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,484,,0,20,PUD ,0.13691459596157074,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 121,1015,1
161-293-22,,1750 ORNELLAIA WAY,2005-05-18 00:00:00,260541,2D,03216235,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1443,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,484,,0,20,PUD ,0.13691459596157074,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 121,1015,1
161-293-23,,1760 ORNELLAIA WAY,2005-05-23 00:00:00,276433,2D,03218484,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1593,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,540,,0,20,PUD ,0.13691459596157074,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 120,1015,1
161-293-24,,1770 ORNELLAIA WAY,2005-05-24 00:00:00,260185,2D,03219077,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1261,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,409,,0,20,PUD ,0.144490361213684,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 119,1015,1
161-293-25,,1780 ORNELLAIA WAY,2005-05-26 00:00:00,264222,2D,03220424,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1261,AVERAGE,2,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,409,,0,20,PUD ,0.153627187013626,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 118,1015,1
161-293-26,,1790 ORNELLAIA WAY,2005-05-31 00:00:00,268643,2D,03222342,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1443,AVERAGE,2,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,484,,0,20,PUD ,0.144628092646599,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 117,1015,1
161-293-26,,1790 ORNELLAIA WAY,2005-08-23 00:00:00,396000,2D,03266210,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1443,AVERAGE,2,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,484,,0,20,PUD ,0.144628092646599,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 117,1015,1
161-293-27,,1798 ORNELLAIA WAY,2005-06-02 00:00:00,277611,2D,03224114,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1593,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,540,,0,20,PUD ,0.20493571460247,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 116,1015,1
161-293-28,,10355 ROSEMOUNT DR,2005-06-03 00:00:00,265041,2D,03224609,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1443,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,484,,0,20,PUD ,0.159251600503922,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 115,1015,1
161-293-29,,10365 ROSEMOUNT DR,2005-06-08 00:00:00,278196,2D,03227097,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1593,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,540,,0,20,PUD ,0.152984395623207,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 114,1015,1
161-293-30,,10375 ROSEMOUNT DR,2005-07-27 00:00:00,275173,2D,03251697,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1261,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,409,,0,20,PUD ,0.14983929693698883,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 113,1015,1
161-293-31,,10385 ROSEMOUNT DR,2005-07-20 00:00:00,281591,2D,03248108,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1443,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,484,,0,20,PUD ,0.14983929693698883,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 112,1015,1
161-293-32,,10395 ROSEMOUNT DR,2005-07-20 00:00:00,287800,2D,03248348,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1593,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,540,,0,20,PUD ,0.177502289414406,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 111,1015,1
161-294-01,,1701 CAMARADERIE WAY,2005-11-07 00:00:00,319506,2D,03303952,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1443,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,484,,0,20,PUD ,0.193503215909004,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 86,1015,1
161-294-02,,1740 CAMARADERIE CIR,2005-09-23 00:00:00,304909,2D,03282220,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1443,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,484,,0,20,PUD ,0.178696051239967,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 93,1015,1
161-294-03,,1746 CAMARADERIE CIR,2005-09-27 00:00:00,299821,2D,03282995,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1443,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,484,,0,20,PUD ,0.134986221790314,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 92,1015,1
161-294-04,,1752 CAMARADERIE CIR,2005-12-29 00:00:00,360000,2D,0330236,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1261,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,409,,0,20,PUD ,0.134986221790314,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 91,1015,1
161-294-04,,1752 CAMARADERIE CIR,2005-09-29 00:00:00,282617,2D,03284623,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1261,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,409,,0,20,PUD ,0.134986221790314,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 91,1015,1
161-294-05,,1758 CAMARADERIE CIR,2005-10-04 00:00:00,324493,2D,03286560,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1593,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,540,,0,20,PUD ,0.15472911298275,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 90,1015,1
161-294-06,,1731 CAMARADERIE WAY,2005-10-07 00:00:00,324919,2D,03288429,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1593,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,540,,0,20,PUD ,0.191735535860062,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 89,1015,1
161-294-07,,1721 CAMARADERIE WAY,2005-10-11 00:00:00,322684,2D,03290277,DOUBLE DIAMOND RANCH VLG 22A,2005,2005,Sgl Fam Res ,ONE,1443,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,484,,0,20,PUD ,0.15546372532844543,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH VLG 22A LT 88,1015,1
161-294-08,,1711 CAMARADERIE WAY,2005-10-14 00:00:00,323799,2D,03292586,DOUBLE DIAMOND RANCH 22A,2005,2005,Sgl Fam Res ,ONE,1593,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,540,,0,12,PUD ,0.154752060770988,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 87,1015,1
161-295-01,,1695 GEMTOWN DR,2005-04-15 00:00:00,433044,2D,03198718,DOUBLE DIAMOND RANCH 22A,2004,2004,Sgl Fam Res ,ONE,2983,AVERAGE,4,3,0,FA/AC,STUCCO,CONCRETE TIL,GARA,698,,0,20,PUD ,0.253190994262695,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 94,1015,1
161-301-01,,1875 D`ARQUES CT,2005-02-22 00:00:00,258911,2D,03172364,DOUBLE DIAMOND RANCH 22A,2004,2004,Sgl Fam Res ,ONE,1443,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,484,,0,20,PUD ,0.152066111564636,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 52,1015,1
161-301-02,,1865 D`ARQUES CT,2005-02-16 00:00:00,267471,2D,03171115,DOUBLE DIAMOND RANCH 22A,2004,2004,Sgl Fam Res ,ONE,1593,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,540,,0,20,PUD ,0.15103305876255,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 51,1015,1
161-301-03,,1855 D`ARQUES CT,2005-02-16 00:00:00,235900,2D,03171128,DOUBLE DIAMOND RANCH 22A,2004,2004,Sgl Fam Res ,ONE,1261,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,409,,0,20,PUD ,0.129063367843628,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 50,1015,1
161-301-04,,1845 D`ARQUES CT,2005-02-07 00:00:00,255783,2D,03166599,DOUBLE DIAMOND RANCH 22A,2004,2004,Sgl Fam Res ,ONE,1593,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,540,,0,20,PUD ,0.129063367843628,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 49,1015,1
161-301-05,,1835 D`ARQUES CT,2005-02-04 00:00:00,256421,2D,03166094,DOUBLE DIAMOND RANCH 22A,2004,2004,Sgl Fam Res ,ONE,1443,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,484,,0,20,PUD ,0.141437098383904,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 48,1015,1
161-301-06,,1825 D`ARQUES CT,2005-02-11 00:00:00,294509,2D,03168779,DOUBLE DIAMOND RANCH 22A,2004,2004,Sgl Fam Res ,ONE,1593,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,540,,0,20,PUD ,0.157438009977341,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 47,1015,1
161-301-07,,1815 D`ARQUES CT,2005-02-01 00:00:00,248576,2D,03164492,DOUBLE DIAMOND RANCH 22A,2004,2004,Sgl Fam Res ,ONE,1261,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,409,,0,20,PUD ,0.145064279437065,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 46,1015,1
161-301-08,,1805 D`ARQUES CT,2005-03-02 00:00:00,253386,2D,03165645,DOUBLE DIAMOND RANCH 22A,2004,2004,Sgl Fam Res ,ONE,1443,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,484,,0,20,PUD ,0.153696045279503,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 45,1015,1
161-301-09,,1810 ARBOLEDA CT,2005-02-04 00:00:00,337671,2D,03166103,DOUBLE DIAMOND RANCH 22A,2004,2004,Sgl Fam Res ,ONE,2234,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,592,,0,20,PUD ,0.193824604153633,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 44,1015,1
161-301-10,,1820 ARBOLEDA CT,2005-02-09 00:00:00,303054,2D,03167815,DOUBLE DIAMOND RANCH 22A,2004,2004,Sgl Fam Res ,ONE,2068,AVERAGE,4,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,615,,0,20,PUD ,0.17157943546772003,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 43,1015,1
161-301-11,,1830 ARBOLEDA CT,2005-01-27 00:00:00,320657,2D,03161678,DOUBLE DIAMOND RANCH 22A,2004,2004,Sgl Fam Res ,ONE,2234,AVERAGE,4,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,592,,0,20,PUD ,0.213797062635422,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 42,1015,1
161-301-12,,1840 ARBOLEDA CT,2005-01-11 00:00:00,324710,2D,03155022,DOUBLE DIAMOND RANCH 22A,2004,2004,Sgl Fam Res ,ONE,2234,AVERAGE,4,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,592,,0,20,PUD ,0.198898077011108,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 41,1015,1
161-301-13,,1850 ARBOLEDA CT,2005-01-31 00:00:00,300873,2D,03163607,DOUBLE DIAMOND RANCH 22A,2004,2004,Sgl Fam Res ,ONE,2068,AVERAGE,4,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,615,,0,20,PUD ,0.194605141878128,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 40,1015,1
161-302-01,,1861 ARBOLEDA CT,2005-01-14 00:00:00,293887,2D,03156836,DOUBLE DIAMOND RANCH 22A,2004,2004,Sgl Fam Res ,ONE,1777,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,625,,0,20,PUD ,0.253053247928619,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 37,1015,1
161-302-02,,1851 ARBOLEDA CT,2005-01-06 00:00:00,309431,2D,03153304,DOUBLE DIAMOND RANCH 22A,2004,2004,Sgl Fam Res ,ONE,2234,AVERAGE,4,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,592,,0,20,PUD ,0.16315427422523499,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 36,1015,1
161-302-09,,1820 MONTELENA CT,2005-02-16 00:00:00,356000,2D,03170899,DOUBLE DIAMOND RANCH 22A,2004,2004,Sgl Fam Res ,ONE,1777,AVERAGE,2,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,625,,0,20,PUD ,0.162121206521988,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 29,1015,1
161-303-02,,1865 MONTELENA CT,2005-12-20 00:00:00,447000,2D,03326313,DOUBLE DIAMOND RANCH 22A,2004,2004,Sgl Fam Res ,ONE,2068,AVERAGE,4,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,615,,0,20,PUD ,0.1759871393442154,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 22,1015,1
161-303-07,,1815 MONTELENA CT,2005-06-21 00:00:00,490000,2D,03233568,DOUBLE DIAMOND RANCH 22A,2004,2004,Sgl Fam Res ,ONE,2234,AVERAGE,4,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,592,,0,20,PUD ,0.162121206521988,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 17,1015,1
161-304-10,,10150 ROBILEE CT,2005-11-30 00:00:00,380000,2D,03316184,DOUBLE DIAMOND RANCH 22A,2004,2004,Sgl Fam Res ,ONE,1593,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,540,,0,20,PUD ,0.1878558248281479,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 6,1015,1
161-304-13,,10175 ROBILEE CT,2005-07-29 00:00:00,350000,2D,03252813,DOUBLE DIAMOND RANCH 22A,2004,2004,Sgl Fam Res ,ONE,1261,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,409,,0,20,PUD ,0.220018371939659,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 3,1015,1
161-306-05,,10240 ROBILEE DR,2005-01-12 00:00:00,339500,2D,03155800,DOUBLE DIAMOND RANCH 22A,2004,2004,Sgl Fam Res ,ONE,1443,AVERAGE,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,484,,0,20,PUD ,0.136593207716942,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 140,1015,1
161-306-14,,10295 LUCENTE WAY,2005-09-16 00:00:00,412500,2D,03278803,DOUBLE DIAMOND RANCH 22A,2004,2004,Sgl Fam Res ,ONE,1593,AVERAGE,2,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,540,,0,20,PUD ,0.136593207716942,,,,,,,,,161-180-13,DOUBLE DIAMOND RANCH 22A LT 131,1015,1
161-311-01,,1675 SILVERTHREAD DR,2005-07-21 00:00:00,367491,2D,03248920,DOUBLE DIAMOND RANCH 9,2005,2005,Sgl Fam Res ,ONE,2466,AVG/GOOD,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,641,,0,20,PUD ,0.225711658596992,,,,,,,,,161-180-14,DOUBLE DIAMOND RANCH 9 LT 34,1015,1
161-312-01,,1710 GOLD BELT DR,2005-06-07 00:00:00,461804,2D,03226280,DOUBLE DIAMOND RANCH 9,2005,2005,Sgl Fam Res ,TWO,3240,AVG/GOOD,5,3,0,FA/AC,STUCCO,CONCRETE TIL,GARB,726,,0,20,PUD ,0.21549586951732635,,,,,,,,,161-180-14,DOUBLE DIAMOND RANCH 9 LT 37,1015,1
161-312-02,,10515 KENAI DR,2005-06-15 00:00:00,492553,2D,03230273,DOUBLE DIAMOND RANCH 9,2005,2005,Sgl Fam Res ,ONE,3175,AVG/GOOD,4,3,0,FA/AC,STUCCO,CONCRETE TIL,GARA,506,,0,20,PUD ,0.221464648842812,,,,,,,,,161-180-14,DOUBLE DIAMOND RANCH 9 LT 38,1015,1
161-312-03,,10525 KENAI DR,2005-06-10 00:00:00,429651,2D,03227870,DOUBLE DIAMOND RANCH 9,2005,2005,Sgl Fam Res ,ONE,2983,AVG/GOOD,4,3,0,FA/AC,STUCCO,CONCRETE TIL,GARA,698,,0,20,PUD ,0.26489898562431335,,,,,,,,,161-180-14,DOUBLE DIAMOND RANCH 9 LT 39,1015,1
161-312-04,,10535 KENAI DR,2005-06-28 00:00:00,553022,2D,03237294,DOUBLE DIAMOND RANCH 9,2005,2005,Sgl Fam Res ,TWO,3847,AVG/GOOD,4,4,0,FA/AC,STUCCO,CONCRETE TIL,GARA,800,,0,20,PUD ,0.2771579325199127,,,,,,,,,161-180-14,DOUBLE DIAMOND RANCH 9 LT 40,1015,1
161-312-05,,10545 KENAI DR,2005-06-21 00:00:00,459035,2D,03233537,DOUBLE DIAMOND RANCH 9,2005,2005,Sgl Fam Res ,TWO,3240,AVG/GOOD,4,3,0,FA/AC,STUCCO,CONCRETE TIL,GARB,726,,0,20,PUD ,0.23298898339271545,,,,,,,,,161-180-14,DOUBLE DIAMOND RANCH 9 LT 41,1015,1
161-312-06,,10555 KENAI DR,2005-06-23 00:00:00,396463,2D,03235180,DOUBLE DIAMOND RANCH 9,2005,2005,Sgl Fam Res ,ONE,2466,AVG/GOOD,3,2,0,FA/AC,STUCCO,CONCRETE TIL,GARA,641,,0,20,PUD ,0.187993571162224,,,,,,,,,161-180-14,DOUBLE DIAMOND RANCH 9 LT 42,1015,1
161-312-07,,10565 KENAI DR,2005-07-07 00:00:00,467945,2D,03242176,DOUBLE DIAMOND RANCH 9,2005,2005,Sgl Fam Res ,TWO,3240,AVG/GOOD,4,3,0,FA/AC,STUCCO,CONCRETE TIL,GARB,726,,0,20,PUD ,0.18422864377498627,,,,,,,,,161-180-14,DOUBLE DIAMOND RANCH 9 LT 43,1015,1
161-312-08,,10575 KENAI DR,2005-06-30 00:00:00,484757,2D,03239604,DOUBLE DIAMOND RANCH 9,2005,2005,Sgl Fam Res ,TWO,3847,AVG/GOOD,6,4,0,FA/AC,STUCCO,CONCRETE TIL,GARA,800,,0,20,PUD ,0.182966023683548,,,,,,,,,161-180-14,DOUBLE DIAMOND RANCH 9 LT 44,1015,1
161-312-08,,10575 KENAI DR,2005-10-12 00:00:00,710000,2D,03291040,DOUBLE DIAMOND RANCH 9,2005,2005,Sgl Fam Res ,TWO,3847,AVG/GOOD,6,4,0,FA/AC,STUCCO,CONCRETE TIL,GARA,800,,0,20,PUD ,0.182966023683548,,,,,,,,,161-180-14,DOUBLE DIAMOND RANCH 9 LT 44,1015,1
